State,District,Year,Crop,Season,Yield,Soil_Mois,Soil_Temp
Karnataka,Dakshin kannad,2015,Horse_Gram,Kharif,0.62,70,24.15
Karnataka,Dakshin kannad,2015,Horse_Gram,Rabi,0.48,74,23.13
Karnataka,Dakshin kannad,2015,Jowar,Kharif,1.51,66,25.03
Karnataka,Dakshin kannad,2015,Jowar,Rabi,0.99,63,25.93
Karnataka,Dakshin kannad,2015,Maize,Kharif,3.32,65,25.03
Karnataka,Dakshin kannad,2015,Maize,Rabi,3.28,66,24.04
Karnataka,Dakshin kannad,2015,Moong_Green_Gram,Kharif,0.3,70,23.57
Karnataka,Dakshin kannad,2015,Moong_Green_Gram,Rabi,0.3,73,24.58
Karnataka,Dakshin kannad,2015,Onion,Kharif,7.49,70,25.82
Karnataka,Dakshin kannad,2015,Onion,Rabi,11.59,74,23.13
Karnataka,Dakshin kannad,2015,Potato,Kharif,7.16,65,25.82
Karnataka,Dakshin kannad,2015,Potato,Rabi,15.87,63,25.93
Karnataka,Dakshin kannad,2015,Ragi,Kharif,1.45,70,25.82
Karnataka,Dakshin kannad,2015,Ragi,Rabi,1.42,66,24.04
Karnataka,Dakshin kannad,2015,Rice,Kharif,2.72,70,24.15
Karnataka,Dakshin kannad,2015,Rice,Rabi,2.61,73,24.58
Karnataka,Dakshin kannad,2015,Sesamum,Kharif,0.74,65,25.03
Karnataka,Dakshin kannad,2015,Sesamum,Rabi,1.36,74,23.13
Karnataka,Dakshin kannad,2015,Soyabean,Kharif,1.08,67,25.03
Karnataka,Dakshin kannad,2015,Soyabean,Rabi,1.33,63,25.93
Karnataka,Dakshin kannad,2015,Sunflower,Kharif,0.75,65,24.15
Karnataka,Dakshin kannad,2015,Sunflower,Rabi,0.79,66,24.04
Karnataka,Dakshin kannad,2015,Urad,Kharif,0.4,66,25.82
Karnataka,Dakshin kannad,2015,Urad,Rabi,0.31,73,24.58
Karnataka,Dakshin kannad,2016,Arhar_Tur,Kharif,0.64,67,25.03
Karnataka,Dakshin kannad,2016,Arhar_Tur,Rabi,0.22,74,23.13
Karnataka,Dakshin kannad,2016,Bajra,Kharif,1.16,65,24.15
Karnataka,Dakshin kannad,2016,Bajra,Rabi,0.17,63,25.93
Karnataka,Dakshin kannad,2016,Castor_Seed,Kharif,0.71,66,25.03
Karnataka,Dakshin kannad,2016,Castor_Seed,Rabi,2.06,66,24.04
Karnataka,Dakshin kannad,2016,Cotton,Kharif,2.44,67,23.57
Karnataka,Dakshin kannad,2016,Cotton,Rabi,0.77,73,24.58
Karnataka,Dakshin kannad,2016,Cowpea,Kharif,0.4,66,23.57
Karnataka,Dakshin kannad,2016,Cowpea,Rabi,0.03,74,23.13
Karnataka,Dakshin kannad,2016,Dry_Chillies,Kharif,2.02,70,23.57
Karnataka,Dakshin kannad,2016,Dry_Chillies,Rabi,2.1,63,25.93
Karnataka,Dakshin kannad,2016,Groundnut,Kharif,0.89,66,23.57
Karnataka,Dakshin kannad,2016,Groundnut,Rabi,2.16,66,24.04
Karnataka,Dakshin kannad,2016,Horse_Gram,Kharif,0.62,65,25.03
Karnataka,Dakshin kannad,2016,Horse_Gram,Rabi,0.07,73,24.58
Karnataka,Dakshin kannad,2016,Jowar,Kharif,1.51,67,25.82
Karnataka,Dakshin kannad,2016,Jowar,Rabi,0.99,74,23.13
Karnataka,Dakshin kannad,2016,Maize,Kharif,3.32,70,24.15
Karnataka,Dakshin kannad,2016,Maize,Rabi,3.28,63,25.93
Karnataka,Dakshin kannad,2016,Moong_Green_Gram,Kharif,0.3,66,23.57
Karnataka,Dakshin kannad,2016,Moong_Green_Gram,Rabi,0.09,66,24.04
Karnataka,Dakshin kannad,2016,Onion,Kharif,7.49,65,24.15
Karnataka,Dakshin kannad,2016,Onion,Rabi,11.59,73,24.58
Karnataka,Dakshin kannad,2016,Potato,Kharif,7.16,65,25.82
Karnataka,Dakshin kannad,2016,Potato,Rabi,15.87,74,23.13
Karnataka,Dakshin kannad,2016,Ragi,Kharif,1.45,67,25.82
Karnataka,Dakshin kannad,2016,Ragi,Rabi,1.42,63,25.93
Karnataka,Dakshin kannad,2016,Rice,Kharif,3.11,66,23.57
Karnataka,Dakshin kannad,2016,Rice,Rabi,2.65,66,24.04
Karnataka,Dakshin kannad,2016,Sesamum,Kharif,0.74,70,25.03
Karnataka,Dakshin kannad,2016,Sesamum,Rabi,1.32,73,24.58
Karnataka,Dakshin kannad,2016,Soyabean,Kharif,1.08,65,25.82
Karnataka,Dakshin kannad,2016,Soyabean,Rabi,1.38,74,23.13
Karnataka,Dakshin kannad,2016,Sunflower,Kharif,0.75,65,25.82
Karnataka,Dakshin kannad,2016,Sunflower,Rabi,0.79,63,25.93
Karnataka,Dakshin kannad,2016,Urad,Kharif,0.4,65,25.03
Karnataka,Dakshin kannad,2016,Urad,Rabi,0.48,66,24.04
Karnataka,Dakshin kannad,2017,Arhar_Tur,Kharif,0.64,67,24.15
Karnataka,Dakshin kannad,2017,Arhar_Tur,Rabi,0.11,73,24.58
Karnataka,Dakshin kannad,2017,Bajra,Kharif,1.16,70,24.15
Karnataka,Dakshin kannad,2017,Bajra,Rabi,0.15,74,23.13
Karnataka,Dakshin kannad,2017,Castor_Seed,Kharif,0.71,65,24.15
Karnataka,Dakshin kannad,2017,Castor_Seed,Rabi,2.08,63,25.93
Karnataka,Dakshin kannad,2017,Cotton,Kharif,2.44,66,23.57
Karnataka,Dakshin kannad,2017,Cotton,Rabi,0.77,66,24.04
Karnataka,Dakshin kannad,2017,Cowpea,Kharif,0.4,70,25.82
Karnataka,Dakshin kannad,2017,Cowpea,Rabi,0.4,73,24.58
Karnataka,Dakshin kannad,2017,Dry_Chillies,Kharif,1.88,67,25.82
Karnataka,Dakshin kannad,2017,Dry_Chillies,Rabi,2.1,74,23.13
Karnataka,Dakshin kannad,2017,Groundnut,Kharif,0.89,70,24.15
Karnataka,Dakshin kannad,2017,Groundnut,Rabi,2.16,63,25.93
Karnataka,Dakshin kannad,2017,Horse_Gram,Kharif,0.62,67,25.82
Karnataka,Dakshin kannad,2017,Horse_Gram,Rabi,0.63,66,24.04
Karnataka,Dakshin kannad,2017,Jowar,Kharif,1.51,70,25.03
Karnataka,Dakshin kannad,2017,Jowar,Rabi,0.99,73,24.58
Karnataka,Dakshin kannad,2017,Maize,Kharif,3.32,65,23.57
Karnataka,Dakshin kannad,2017,Maize,Rabi,3.28,74,23.13
Karnataka,Dakshin kannad,2017,Moong_Green_Gram,Kharif,0.3,65,25.03
Karnataka,Dakshin kannad,2017,Moong_Green_Gram,Rabi,0.17,63,25.93
Karnataka,Dakshin kannad,2017,Onion,Kharif,7.49,70,25.82
Karnataka,Dakshin kannad,2017,Onion,Rabi,11.59,66,24.04
Karnataka,Dakshin kannad,2017,Potato,Kharif,7.16,67,25.03
Karnataka,Dakshin kannad,2017,Potato,Rabi,15.87,73,24.58
Karnataka,Dakshin kannad,2017,Ragi,Kharif,1.45,66,23.57
Karnataka,Dakshin kannad,2017,Ragi,Rabi,1.42,74,23.13
Karnataka,Dakshin kannad,2017,Rice,Kharif,2.82,65,25.82
Karnataka,Dakshin kannad,2017,Rice,Rabi,2.51,63,25.93
Karnataka,Dakshin kannad,2017,Sesamum,Kharif,0.88,70,25.03
Karnataka,Dakshin kannad,2017,Sesamum,Rabi,1.46,66,24.04
Karnataka,Dakshin kannad,2017,Soyabean,Kharif,1.08,67,25.82
Karnataka,Dakshin kannad,2017,Soyabean,Rabi,1.53,73,24.58
Karnataka,Dakshin kannad,2017,Sunflower,Kharif,0.75,65,25.03
Karnataka,Dakshin kannad,2017,Sunflower,Rabi,0.79,74,23.13
Karnataka,Dakshin kannad,2017,Urad,Kharif,0.4,65,23.57
Karnataka,Dakshin kannad,2017,Urad,Rabi,0.75,63,25.93
Karnataka,Dakshin kannad,2018,Arhar_Tur,Kharif,1,66,24.15
Karnataka,Dakshin kannad,2018,Arhar_Tur,Rabi,0.18,66,24.04
Karnataka,Dakshin kannad,2018,Bajra,Kharif,1,66,24.15
Karnataka,Dakshin kannad,2018,Bajra,Rabi,0.15,73,24.58
Karnataka,Dakshin kannad,2018,Castor_Seed,Kharif,0.71,67,25.82
Karnataka,Dakshin kannad,2018,Castor_Seed,Rabi,1.99,74,23.13
Karnataka,Dakshin kannad,2018,Cotton,Kharif,2.44,70,23.57
Karnataka,Dakshin kannad,2018,Cotton,Rabi,0.77,63,25.93
Karnataka,Dakshin kannad,2018,Cowpea,Kharif,0.43,70,25.03
Karnataka,Dakshin kannad,2018,Cowpea,Rabi,0.29,66,24.04
Karnataka,Dakshin kannad,2018,Dry_Chillies,Kharif,1.52,67,25.82
Karnataka,Dakshin kannad,2018,Dry_Chillies,Rabi,2.1,73,24.58
Karnataka,Dakshin kannad,2018,Groundnut,Kharif,0.89,70,23.57
Karnataka,Dakshin kannad,2018,Groundnut,Rabi,2.16,74,23.13
Karnataka,Dakshin kannad,2018,Horse_Gram,Kharif,0.62,66,25.82
Karnataka,Dakshin kannad,2018,Horse_Gram,Rabi,0.52,63,25.93
Karnataka,Dakshin kannad,2018,Jowar,Kharif,1.51,67,23.57
Karnataka,Dakshin kannad,2018,Jowar,Rabi,0.99,66,24.04
Karnataka,Dakshin kannad,2018,Maize,Kharif,3.32,70,25.82
Karnataka,Dakshin kannad,2018,Maize,Rabi,3.28,73,24.58
Karnataka,Dakshin kannad,2018,Moong_Green_Gram,Kharif,0.3,67,25.82
Karnataka,Dakshin kannad,2018,Moong_Green_Gram,Rabi,0.21,74,23.13
Karnataka,Dakshin kannad,2018,Onion,Kharif,7.49,70,24.15
Karnataka,Dakshin kannad,2018,Onion,Rabi,11.59,63,25.93
Karnataka,Dakshin kannad,2018,Potato,Kharif,8,67,24.15
Karnataka,Dakshin kannad,2018,Potato,Rabi,15.87,66,24.04
Karnataka,Dakshin kannad,2018,Ragi,Kharif,1.45,65,25.82
Karnataka,Dakshin kannad,2018,Ragi,Rabi,1.42,73,24.58
Karnataka,Dakshin kannad,2018,Rice,Kharif,3,65,24.15
Karnataka,Dakshin kannad,2018,Rice,Rabi,2.68,74,23.13
Karnataka,Dakshin kannad,2018,Sesamum,Kharif,0.74,70,25.03
Karnataka,Dakshin kannad,2018,Sesamum,Rabi,1.47,63,25.93
Karnataka,Dakshin kannad,2018,Soyabean,Kharif,1.08,67,25.82
Karnataka,Dakshin kannad,2018,Soyabean,Rabi,1.61,66,24.04
Karnataka,Dakshin kannad,2018,Sunflower,Kharif,0.75,70,24.15
Karnataka,Dakshin kannad,2018,Sunflower,Rabi,0.79,73,24.58
Karnataka,Dakshin kannad,2018,Urad,Kharif,0.4,70,24.15
Karnataka,Dakshin kannad,2018,Urad,Rabi,0.33,74,23.13
Karnataka,Dakshin kannad,2019,Arhar_Tur,Kharif,1,70,25.03
Karnataka,Dakshin kannad,2019,Arhar_Tur,Rabi,0.13,63,25.93
Karnataka,Dakshin kannad,2019,Bajra,Kharif,1.13,67,23.57
Karnataka,Dakshin kannad,2019,Bajra,Rabi,0.12,66,24.04
Karnataka,Dakshin kannad,2019,Castor_Seed,Kharif,0.71,66,24.15
Karnataka,Dakshin kannad,2019,Castor_Seed,Rabi,2.1,73,24.58
Karnataka,Dakshin kannad,2019,Cotton,Kharif,2.44,66,23.57
Karnataka,Dakshin kannad,2019,Cotton,Rabi,0.77,74,23.13
Karnataka,Dakshin kannad,2019,Cowpea,Kharif,0.25,67,25.82
Karnataka,Dakshin kannad,2019,Cowpea,Rabi,0.5,63,25.93
Karnataka,Dakshin kannad,2019,Dry_Chillies,Kharif,1.52,65,25.03
Karnataka,Dakshin kannad,2019,Dry_Chillies,Rabi,2.1,66,24.04
Karnataka,Dakshin kannad,2019,Groundnut,Kharif,0.89,67,24.15
Karnataka,Dakshin kannad,2019,Groundnut,Rabi,2.16,73,24.58
Karnataka,Dakshin kannad,2019,Horse_Gram,Kharif,0.62,66,25.82
Karnataka,Dakshin kannad,2019,Horse_Gram,Rabi,0.53,74,23.13
Karnataka,Dakshin kannad,2019,Jowar,Kharif,1.51,66,25.03
Karnataka,Dakshin kannad,2019,Jowar,Rabi,1,63,25.93
Karnataka,Dakshin kannad,2019,Maize,Kharif,3.32,65,23.57
Karnataka,Dakshin kannad,2019,Maize,Rabi,3.28,66,24.04
Karnataka,Dakshin kannad,2019,Moong_Green_Gram,Kharif,0.3,65,24.15
Karnataka,Dakshin kannad,2019,Moong_Green_Gram,Rabi,0.26,73,24.58
Karnataka,Dakshin kannad,2019,Onion,Kharif,7.49,67,25.03
Karnataka,Dakshin kannad,2019,Onion,Rabi,11.59,74,23.13
Karnataka,Dakshin kannad,2019,Potato,Kharif,7.16,65,23.57
Karnataka,Dakshin kannad,2019,Potato,Rabi,15.87,63,25.93
Karnataka,Dakshin kannad,2019,Ragi,Kharif,1.45,67,25.03
Karnataka,Dakshin kannad,2019,Ragi,Rabi,1.42,66,24.04
Karnataka,Dakshin kannad,2019,Rice,Kharif,2.87,65,25.03
Karnataka,Dakshin kannad,2019,Rice,Rabi,2.6,73,24.58
Karnataka,Dakshin kannad,2019,Sesamum,Kharif,0.74,65,25.03
Karnataka,Dakshin kannad,2019,Sesamum,Rabi,1.57,74,23.13
Karnataka,Dakshin kannad,2019,Soyabean,Kharif,1.08,70,23.57
Karnataka,Dakshin kannad,2019,Soyabean,Rabi,1.46,63,25.93
Karnataka,Dakshin kannad,2019,Sunflower,Kharif,0.75,66,25.82
Karnataka,Dakshin kannad,2019,Sunflower,Rabi,0.79,66,24.04
Karnataka,Dakshin kannad,2019,Urad,Kharif,0,66,23.57
Karnataka,Dakshin kannad,2019,Urad,Rabi,0,73,24.58
Karnataka,Dakshin kannad,2020,Arhar_Tur,Kharif,0.64,66,23.57
Karnataka,Dakshin kannad,2020,Arhar_Tur,Rabi,0.18,74,23.13
Karnataka,Dakshin kannad,2020,Bajra,Kharif,1.16,66,23.57
Karnataka,Dakshin kannad,2020,Bajra,Rabi,0.11,63,25.93
Karnataka,Dakshin kannad,2020,Castor_Seed,Kharif,1,65,25.82
Karnataka,Dakshin kannad,2020,Castor_Seed,Rabi,2.14,66,24.04
Karnataka,Dakshin kannad,2020,Cotton,Kharif,2.44,67,23.57
Karnataka,Dakshin kannad,2020,Cotton,Rabi,0.77,73,24.58
Karnataka,Dakshin kannad,2020,Cowpea,Kharif,0.33,65,25.03
Karnataka,Dakshin kannad,2020,Cowpea,Rabi,0.48,74,23.13
Karnataka,Dakshin kannad,2020,Dry_Chillies,Kharif,2,67,24.15
Karnataka,Dakshin kannad,2020,Dry_Chillies,Rabi,2.1,63,25.93
Karnataka,Dakshin kannad,2020,Groundnut,Kharif,1,67,23.57
Karnataka,Dakshin kannad,2020,Groundnut,Rabi,2.16,66,24.04
Karnataka,Dakshin kannad,2020,Horse_Gram,Kharif,0.62,66,25.03
Karnataka,Dakshin kannad,2020,Horse_Gram,Rabi,0.53,73,24.58
Karnataka,Dakshin kannad,2020,Jowar,Kharif,1.51,67,25.03
Karnataka,Dakshin kannad,2020,Jowar,Rabi,0.99,74,23.13
Karnataka,Dakshin kannad,2020,Maize,Kharif,4,65,23.57
Karnataka,Dakshin kannad,2020,Maize,Rabi,3.28,63,25.93
Karnataka,Dakshin kannad,2020,Moong_Green_Gram,Kharif,0.3,66,25.82
Karnataka,Dakshin kannad,2020,Moong_Green_Gram,Rabi,0.26,66,24.04
Karnataka,Dakshin kannad,2020,Onion,Kharif,7.49,65,25.82
Karnataka,Dakshin kannad,2020,Onion,Rabi,11.59,73,24.58
Karnataka,Dakshin kannad,2020,Potato,Kharif,7.16,70,25.03
Karnataka,Dakshin kannad,2020,Potato,Rabi,15.87,74,23.13
Karnataka,Dakshin kannad,2020,Ragi,Kharif,1.45,66,23.57
Karnataka,Dakshin kannad,2020,Ragi,Rabi,1.42,63,25.93
Karnataka,Dakshin kannad,2020,Rice,Kharif,2.9,66,25.82
Karnataka,Dakshin kannad,2020,Rice,Rabi,2.79,66,24.04
Karnataka,Dakshin kannad,2020,Sesamum,Kharif,0.74,65,23.57
Karnataka,Dakshin kannad,2020,Sesamum,Rabi,1.45,73,24.58
Karnataka,Dakshin kannad,2020,Soyabean,Kharif,1.08,65,23.57
Karnataka,Dakshin kannad,2020,Soyabean,Rabi,1.6,74,23.13
Karnataka,Dakshin kannad,2020,Sunflower,Kharif,0.75,67,25.03
Karnataka,Dakshin kannad,2020,Sunflower,Rabi,0.79,63,25.93
Karnataka,Dakshin kannad,2020,Urad,Kharif,0.4,70,23.57
Karnataka,Dakshin kannad,2020,Urad,Rabi,0.67,66,24.04
Karnataka,Dakshin kannad,2021,Arhar_Tur,Kharif,0.64,66,24.15
Karnataka,Dakshin kannad,2021,Arhar_Tur,Rabi,0.17,73,24.58
Karnataka,Dakshin kannad,2021,Bajra,Kharif,1.16,67,25.82
Karnataka,Dakshin kannad,2021,Bajra,Rabi,0.14,74,23.13
Karnataka,Dakshin kannad,2021,Castor_Seed,Kharif,0.71,67,23.57
Karnataka,Dakshin kannad,2021,Castor_Seed,Rabi,2.23,63,25.93
Karnataka,Dakshin kannad,2021,Cotton,Kharif,2.44,66,24.15
Karnataka,Dakshin kannad,2021,Cotton,Rabi,0.77,66,24.04
Karnataka,Dakshin kannad,2021,Cowpea,Kharif,0.5,70,25.03
Karnataka,Dakshin kannad,2021,Cowpea,Rabi,1,73,24.58
Karnataka,Dakshin kannad,2021,Dry_Chillies,Kharif,1.36,70,25.03
Karnataka,Dakshin kannad,2021,Dry_Chillies,Rabi,2.1,74,23.13
Karnataka,Dakshin kannad,2021,Groundnut,Kharif,0.89,65,25.03
Karnataka,Dakshin kannad,2021,Groundnut,Rabi,2.16,63,25.93
Karnataka,Dakshin kannad,2021,Horse_Gram,Kharif,0.62,67,24.15
Karnataka,Dakshin kannad,2021,Horse_Gram,Rabi,0.53,66,24.04
Karnataka,Dakshin kannad,2021,Jowar,Kharif,1.51,65,25.82
Karnataka,Dakshin kannad,2021,Jowar,Rabi,0.99,73,24.58
Karnataka,Dakshin kannad,2021,Maize,Kharif,3.32,65,25.03
Karnataka,Dakshin kannad,2021,Maize,Rabi,3.28,74,23.13
Karnataka,Dakshin kannad,2021,Moong_Green_Gram,Kharif,0.3,65,25.82
Karnataka,Dakshin kannad,2021,Moong_Green_Gram,Rabi,0.26,63,25.93
Karnataka,Dakshin kannad,2021,Onion,Kharif,7.49,66,25.03
Karnataka,Dakshin kannad,2021,Onion,Rabi,11.59,66,24.04
Karnataka,Dakshin kannad,2021,Potato,Kharif,7.16,70,23.57
Karnataka,Dakshin kannad,2021,Potato,Rabi,15.87,73,24.58
Karnataka,Dakshin kannad,2021,Ragi,Kharif,1.45,70,24.15
Karnataka,Dakshin kannad,2021,Ragi,Rabi,1.42,74,23.13
Karnataka,Dakshin kannad,2021,Rice,Kharif,2.93,67,24.15
Karnataka,Dakshin kannad,2021,Rice,Rabi,2.79,63,25.93
Karnataka,Dakshin kannad,2021,Sesamum,Kharif,0.74,66,25.03
Karnataka,Dakshin kannad,2021,Sesamum,Rabi,1.46,66,24.04
Karnataka,Dakshin kannad,2021,Soyabean,Kharif,1.08,70,24.15
Karnataka,Dakshin kannad,2021,Soyabean,Rabi,1.59,73,24.58
Karnataka,Dakshin kannad,2021,Sunflower,Kharif,0.75,65,25.03
Karnataka,Dakshin kannad,2021,Sunflower,Rabi,0.79,74,23.13
Karnataka,Dakshin kannad,2021,Urad,Kharif,0.4,70,25.03
Karnataka,Dakshin kannad,2021,Urad,Rabi,0.5,63,25.93
Karnataka,Dakshin kannad,2022,Arhar_Tur,Kharif,0.64,70,25.03
Karnataka,Dakshin kannad,2022,Arhar_Tur,Rabi,0.26,66,24.04
Karnataka,Dakshin kannad,2022,Bajra,Kharif,1.16,70,23.57
Karnataka,Dakshin kannad,2022,Bajra,Rabi,0.13,73,24.58
Karnataka,Dakshin kannad,2022,Castor_Seed,Kharif,0.71,65,25.82
Karnataka,Dakshin kannad,2022,Castor_Seed,Rabi,2.16,74,23.13
Karnataka,Dakshin kannad,2022,Cotton,Kharif,2.44,70,25.03
Karnataka,Dakshin kannad,2022,Cotton,Rabi,0.77,63,25.93
Karnataka,Dakshin kannad,2022,Cowpea,Kharif,0.36,70,25.82
Karnataka,Dakshin kannad,2022,Cowpea,Rabi,1,66,24.04
Karnataka,Dakshin kannad,2022,Dry_Chillies,Kharif,1.52,67,24.15
Karnataka,Dakshin kannad,2022,Dry_Chillies,Rabi,2.1,73,24.58
Karnataka,Dakshin kannad,2022,Groundnut,Kharif,0.89,66,23.57
Karnataka,Dakshin kannad,2022,Groundnut,Rabi,2.16,74,23.13
Karnataka,Dakshin kannad,2022,Horse_Gram,Kharif,0.62,66,25.03
Karnataka,Dakshin kannad,2022,Horse_Gram,Rabi,0.53,63,25.93
Karnataka,Dakshin kannad,2022,Jowar,Kharif,1.51,67,24.15
Karnataka,Dakshin kannad,2022,Jowar,Rabi,0.99,66,24.04
Karnataka,Dakshin kannad,2022,Maize,Kharif,3.32,66,25.82
Karnataka,Dakshin kannad,2022,Maize,Rabi,3.28,73,24.58
Karnataka,Dakshin kannad,2022,Moong_Green_Gram,Kharif,0.3,67,25.82
Karnataka,Dakshin kannad,2022,Moong_Green_Gram,Rabi,0.26,74,23.13
Karnataka,Dakshin kannad,2022,Onion,Kharif,7.49,65,24.15
Karnataka,Dakshin kannad,2022,Onion,Rabi,11.59,63,25.93
Karnataka,Dakshin kannad,2022,Potato,Kharif,7.16,70,25.82
Karnataka,Dakshin kannad,2022,Potato,Rabi,15.87,66,24.04
Karnataka,Dakshin kannad,2022,Ragi,Kharif,1.45,70,23.57
Karnataka,Dakshin kannad,2022,Ragi,Rabi,1.42,73,24.58
Karnataka,Dakshin kannad,2022,Rice,Kharif,2.95,67,25.82
Karnataka,Dakshin kannad,2022,Rice,Rabi,2.83,74,23.13
Karnataka,Dakshin kannad,2022,Sesamum,Kharif,0.74,70,23.57
Karnataka,Dakshin kannad,2022,Sesamum,Rabi,1.55,63,25.93
Karnataka,Dakshin kannad,2022,Soyabean,Kharif,1.08,67,25.03
Karnataka,Dakshin kannad,2022,Soyabean,Rabi,1.58,66,24.04
Karnataka,Dakshin kannad,2022,Sunflower,Kharif,0.75,70,25.03
Karnataka,Dakshin kannad,2022,Sunflower,Rabi,0.79,73,24.58
Karnataka,Dakshin kannad,2022,Urad,Kharif,0.4,65,25.03
Karnataka,Dakshin kannad,2022,Urad,Rabi,0.5,74,23.13
Karnataka,Davangere,2015,Arhar_Tur,Kharif,0.64,65,23.57
Karnataka,Davangere,2015,Arhar_Tur,Rabi,0.27,63,25.93
Karnataka,Davangere,2015,Bajra,Kharif,0.84,67,25.03
Karnataka,Davangere,2015,Bajra,Rabi,0.13,66,24.04
Karnataka,Davangere,2015,Castor_Seed,Kharif,0.54,70,25.82
Karnataka,Davangere,2015,Castor_Seed,Rabi,2.09,73,24.58
Karnataka,Davangere,2015,Cotton,Kharif,2.41,67,25.82
Karnataka,Davangere,2015,Cotton,Rabi,1.2,74,23.13
Karnataka,Davangere,2015,Cowpea,Kharif,0.41,65,25.03
Karnataka,Davangere,2015,Cowpea,Rabi,0.44,63,25.93
Karnataka,Davangere,2015,Dry_Chillies,Kharif,1.42,65,24.15
Karnataka,Davangere,2015,Dry_Chillies,Rabi,2.02,66,24.04
Karnataka,Davangere,2015,Groundnut,Kharif,1.12,66,24.15
Karnataka,Davangere,2015,Groundnut,Rabi,2.16,73,24.58
Karnataka,Davangere,2015,Horse_Gram,Kharif,1.01,65,25.82
Karnataka,Davangere,2015,Horse_Gram,Rabi,0.66,74,23.13
Karnataka,Davangere,2015,Jowar,Kharif,2.03,66,25.03
Karnataka,Davangere,2015,Jowar,Rabi,1.23,63,25.93
Karnataka,Davangere,2015,Maize,Kharif,3.02,70,24.15
Karnataka,Davangere,2015,Maize,Rabi,2.96,66,24.04
Karnataka,Davangere,2015,Moong_Green_Gram,Kharif,0.12,70,23.57
Karnataka,Davangere,2015,Moong_Green_Gram,Rabi,0.26,73,24.58
Karnataka,Davangere,2015,Onion,Kharif,6.58,67,23.57
Karnataka,Davangere,2015,Onion,Rabi,4.2,74,23.13
Karnataka,Davangere,2015,Potato,Kharif,4.01,67,25.03
Karnataka,Davangere,2015,Potato,Rabi,15,63,25.93
Karnataka,Davangere,2015,Ragi,Kharif,1.48,70,24.15
Karnataka,Davangere,2015,Ragi,Rabi,1.15,66,24.04
Karnataka,Davangere,2015,Rice,Kharif,3.84,66,23.57
Karnataka,Davangere,2015,Rice,Rabi,2.57,73,24.58
Karnataka,Davangere,2015,Sesamum,Kharif,0.89,70,25.03
Karnataka,Davangere,2015,Sesamum,Rabi,1.43,74,23.13
Karnataka,Davangere,2015,Soyabean,Kharif,1,67,25.82
Karnataka,Davangere,2015,Soyabean,Rabi,1.38,63,25.93
Karnataka,Davangere,2015,Sunflower,Kharif,0.71,67,23.57
Karnataka,Davangere,2015,Sunflower,Rabi,0.75,66,24.04
Karnataka,Davangere,2015,Urad,Kharif,0.33,65,25.03
Karnataka,Davangere,2015,Urad,Rabi,0.5,73,24.58
Karnataka,Davangere,2016,Arhar_Tur,Kharif,0.61,70,25.82
Karnataka,Davangere,2016,Arhar_Tur,Rabi,0.25,74,23.13
Karnataka,Davangere,2016,Bajra,Kharif,0.66,65,25.03
Karnataka,Davangere,2016,Bajra,Rabi,0.14,63,25.93
Karnataka,Davangere,2016,Castor_Seed,Kharif,0.5,65,25.03
Karnataka,Davangere,2016,Castor_Seed,Rabi,1.53,66,24.04
Karnataka,Davangere,2016,Cotton,Kharif,1.17,65,24.15
Karnataka,Davangere,2016,Cotton,Rabi,0.31,73,24.58
Karnataka,Davangere,2016,Cowpea,Kharif,0.77,70,24.15
Karnataka,Davangere,2016,Cowpea,Rabi,0.02,74,23.13
Karnataka,Davangere,2016,Dry_Chillies,Kharif,6.89,65,25.82
Karnataka,Davangere,2016,Dry_Chillies,Rabi,2.14,63,25.93
Karnataka,Davangere,2016,Groundnut,Kharif,0.77,67,25.03
Karnataka,Davangere,2016,Groundnut,Rabi,2.16,66,24.04
Karnataka,Davangere,2016,Horse_Gram,Kharif,5.26,66,23.57
Karnataka,Davangere,2016,Horse_Gram,Rabi,0.1,73,24.58
Karnataka,Davangere,2016,Jowar,Kharif,1.79,70,25.03
Karnataka,Davangere,2016,Jowar,Rabi,1.39,74,23.13
Karnataka,Davangere,2016,Maize,Kharif,1.94,70,25.82
Karnataka,Davangere,2016,Maize,Rabi,2.08,63,25.93
Karnataka,Davangere,2016,Moong_Green_Gram,Kharif,0.19,65,24.15
Karnataka,Davangere,2016,Moong_Green_Gram,Rabi,0.26,66,24.04
Karnataka,Davangere,2016,Onion,Kharif,8.87,66,24.15
Karnataka,Davangere,2016,Onion,Rabi,14.32,73,24.58
Karnataka,Davangere,2016,Potato,Kharif,9.83,65,25.82
Karnataka,Davangere,2016,Potato,Rabi,15.87,74,23.13
Karnataka,Davangere,2016,Ragi,Kharif,1.01,66,25.82
Karnataka,Davangere,2016,Ragi,Rabi,1.5,63,25.93
Karnataka,Davangere,2016,Rice,Kharif,3.19,66,25.82
Karnataka,Davangere,2016,Rice,Rabi,2.57,66,24.04
Karnataka,Davangere,2016,Sesamum,Kharif,0.47,66,25.03
Karnataka,Davangere,2016,Sesamum,Rabi,1.36,73,24.58
Karnataka,Davangere,2016,Soyabean,Kharif,1.08,65,23.57
Karnataka,Davangere,2016,Soyabean,Rabi,1.4,74,23.13
Karnataka,Davangere,2016,Sunflower,Kharif,0.53,66,25.82
Karnataka,Davangere,2016,Sunflower,Rabi,1,63,25.93
Karnataka,Davangere,2016,Urad,Kharif,0.49,65,25.03
Karnataka,Davangere,2016,Urad,Rabi,0.48,66,24.04
